0,-528.569255426718
0.001,5840.829
0.002,6965.100495313
0.003,7756.44268529515
0.004,8285.36109280711
0.005,8609.22417841484
0.006,8774.51230105483
0.007,8818.70727479352
0.008,8771.87636793084
0.009,8657.997062515
0.01,8496.06233029686
0.011,8301.00047609202
0.012,8084.43865183153
0.013,7855.33486397848
0.014,7620.49960208547
0.015,7385.02503409337
0.016,7152.63697938177
0.017,6925.98252567506
0.018,6706.86414940885
0.019,6496.4294858255
0.02,6295.32443510223
0.021,6103.81604932863
0.022,5921.89059163894
0.023,5749.33126667058
0.024,5585.77936763553
0.025,5430.78194959137
0.026,5283.82860362275
0.027,5144.37945759968
0.028,5011.88615305619
0.029,4885.80723342976
0.03,4765.61911690166
0.031,4650.82360923172
0.032,4540.95273133106
0.033,4435.57148693167
0.034,4334.27907254894
0.035,4236.70893071023
0.036,4142.5279645143
0.037,4051.43516392685
0.038,3963.15983922264
0.039,3877.45961247788
0.04,3794.11828217306
0.041,3712.94364725315
0.042,3633.76535413222
0.043,3556.43281205479
0.044,3480.8132080507
0.045,3406.78964170699
0.046,3334.25939152185
0.047,3263.13231819904
0.048,3193.32940547442
0.049,3124.78143560087
0.05,3057.42779417771
0.051,2991.21539737219
0.052,2926.0977335602
0.053,2862.03401086725
0.054,2798.98840189843
0.055,2736.92937701725
0.056,2675.82911779096
0.057,2615.66300260877
0.058,2556.40915695199
0.059,2498.04806131819
0.06,2440.56221034805
0.061,2383.93581725413
0.062,2328.15455819105
0.063,2273.20535172623
0.064,2219.07616906329
0.065,2165.75587113049
0.066,2113.23406907446
0.067,2061.50100509091
0.068,2010.54745088231
0.069,103.529148729237
0.07,45.2014980598392
0.071,1346.01435839727
0.072,1832.43900267764
0.073,1788.83911316423
0.074,1744.93251464716
0.075,1700.92957686225
0.076,1657.00047198081
0.077,1613.28202406494
0.078,1569.88346866557
0.079,1526.89128516621
0.08,1484.37324185034
0.081,1442.38177393
0.082,1400.95679759593
0.083,1360.12804823942
0.084,1319.91701808573
0.085,1280.33855732609
0.086,1241.4021932224
0.087,1203.113213392
0.088,1165.47355238527
0.089,1128.48251459418
0.09,1092.13736133858
0.091,1056.43378555032
0.092,1021.36629370831
0.093,986.928511478697
0.094,953.113426803269
0.095,919.913581886716
0.096,887.321223598808
0.097,855.328420178444
0.098,823.927150757857
0.099,793.109373077915
0.1,762.867073805867
0.101,733.192305066263
0.102,704.07721012954
0.103,675.514040649678
0.104,647.495167384568
0.105,620.013085954908
0.106,593.060418886524
0.107,566.629914926111
0.108,540.714446412034
0.109,515.307005312247
0.11,490.400698403953
0.111,465.988741958703
0.112,442.06445620764
0.113,418.621259790555
0.114,395.652664336146
0.115,373.15226927653
0.116,351.113756964592
0.117,329.530888136052
0.118,308.397497737915
0.119,287.707491129712
0.12,267.454840652848
0.121,247.633582555379
0.122,228.237814254139
0.123,209.261691912597
0.124,190.699428310868
0.125,172.545290983374
0.126,154.79360059965
0.127,137.438729564344
0.128,120.475100813439
0.129,103.897186785037
0.13,87.6995085444623
0.131,71.8766350450151
0.132,56.4231825072591
0.133,41.3338139013018
0.134,26.6032385180234
0.135,12.2262116166538
0.136,-1.802465862563
0.137,-15.4879475306132
0.138,-28.835341735712
0.139,-41.8497117108526
0.14,-2.8832837993382
0.141,-59.3527535420075
0.142,-595.200357063309
0.143,-72.6160263771676
0.144,-80.4481346109988
0.145,-89.0172836219684
0.146,-98.1099767602251
0.147,-107.553093288792
0.148,-117.207000214077
0.149,-126.959760497653
0.15,-136.722274052671
0.151,-146.424210694335
0.152,-156.010614076393
0.153,-165.439072929323
0.154,-174.677370917725
0.155,-183.701539424106
0.156,-192.49424878743
0.157,-201.043483196232
0.158,-209.341452753394
0.159,-217.38370336705
0.16,-225.168391233747
0.161,-232.695693902518
0.162,-239.967334361833
0.163,-246.986198381035
0.164,-253.756028555975
0.165,-260.281181235669
0.166,-266.566434812995
0.167,-272.616839808524
0.168,-278.437602815256
0.169,-284.033997748754
0.17,-289.411299001319
0.171,-294.574732064005
0.172,-299.529437985568
0.173,-304.280448707585
0.174,-308.832670871225
0.175,-313.190876151573
0.176,-317.359696555436
0.177,-321.343623431168
0.178,-325.147009195511
0.179,-328.774070991886
0.18,-332.228895665162
0.181,-335.515445576103
0.182,-338.637564890242
0.183,-341.598986065411
0.184,-344.40333633356
0.185,-347.054144029129
0.186,-349.554844660734
0.187,-351.908786657643
0.188,-354.119236749312
0.189,-356.189384956593
0.19,-358.122349188532
0.191,-359.921179449843
0.192,-361.588861672137
0.193,-363.128321187453
0.194,-364.542425866126
0.195,-365.833988943049
0.196,-367.005771557268
0.197,-368.060485029843
0.198,-369.000792904382
0.199,-369.829312773612
0.2,-370.54861791405
0.201,-371.161238749429
