0,-556.7175
0.001,-1.26010313294955e-13
0.002,2725.7202
0.003,4794.92888300802
0.004,6336.49568100414
0.005,7456.41270613497
0.006,8241.56490708312
0.007,8762.91837320032
0.008,9078.21071367221
0.009,9234.21637005384
0.01,9268.64981320979
0.011,9211.7608919801
0.012,9087.66901146824
0.013,8915.47620383531
0.014,8710.19340370606
0.015,8483.50925323838
0.016,8244.42644747947
0.017,7999.78690673107
0.018,7754.70385566018
0.019,7512.91613312067
0.02,7277.07769369749
0.021,7048.99324014254
0.022,6829.80919951715
0.023,6620.16778486846
0.024,6420.33063346741
0.025,6230.27745127343
0.026,6049.78419455162
0.027,5878.48456013922
0.028,5715.91791551566
0.029,5561.56626107457
0.03,5414.88236471949
0.031,5275.31083009389
0.032,5142.30354322533
0.033,5015.33067852042
0.034,4893.88822568282
0.035,4777.50281722842
0.036,4665.73448586576
0.037,4558.17785701347
0.038,4454.46217982607
0.039,4354.25051664368
0.04,4257.23834268008
0.041,4163.15175241585
0.042,4071.74542437573
0.043,3982.8004599031
0.044,3896.12218265792
0.045,3811.53796256884
0.046,3728.89510979242
0.047,3648.05886997764
0.048,3568.91054106325
0.049,3491.34572333393
0.05,3415.27270802563
0.051,3340.61100498336
0.052,3267.29000639723
0.053,3195.24778119624
0.054,3124.42999303795
0.055,3054.78893381375
0.056,2986.28266404589
0.057,2918.87425136566
0.058,2852.53109833884
0.059,2787.22435116922
0.06,2722.92838120632
0.061,2659.62033166306
0.062,2597.27972247913
0.063,2535.88810681843
0.064,2475.42877324616
0.065,2415.88648817668
0.066,2357.24727370865
0.067,2299.49821646123
0.068,2242.62730349075
0.069,115.592420183144
0.07,83.2406198659094
0.071,1534.10884091135
0.072,2023.4457126773
0.073,1979.36007227251
0.074,1934.05821331753
0.075,1887.92796227666
0.076,1841.28733330159
0.077,1794.39598458432
0.078,1747.46491356498
0.079,1700.66464442201
0.08,1654.13212751073
0.081,1607.97654070046
0.082,1562.284156488
0.083,1517.12241595499
0.084,1472.5433307374
0.085,1428.58631685927
0.086,1385.28054925439
0.087,1342.6469127867
0.088,1300.69961433971
0.089,1259.44751085721
0.09,1218.89519988655
0.091,1179.04391202661
0.092,1139.89223856117
0.093,1101.4367223276
0.094,1063.67233541075
0.095,1026.59286345634
0.096,990.191213175547
0.097,954.459656881146
0.098,919.390025586367
0.099,884.973860248661
0.1,851.202529099807
0.101,818.067317625147
0.102,785.559496599219
0.103,753.670372618588
0.104,722.391324766473
0.105,691.713830372816
0.106,661.629482276567
0.107,632.129999536008
0.108,603.207233152576
0.109,574.853168060645
0.11,547.059922379086
0.111,519.819744710762
0.112,493.125010105396
0.113,466.968215162947
0.114,441.341972643048
0.115,416.239005856456
0.116,391.652143043077
0.117,367.574311884456
0.118,343.998534254091
0.119,320.917921274232
0.12,298.325668721028
0.121,276.215052799514
0.122,254.579426294687
0.123,233.412215093703
0.124,212.706915066267
0.125,192.45708928485
0.126,172.656365562831
0.127,153.298434286716
0.128,134.377046517667
0.129,115.886012337589
0.13,97.8191994155949
0.131,80.1705317716774
0.132,62.9339887157215
0.133,46.1036039414565
0.134,29.6734647565204
0.135,13.6377114313923
0.136,-2.00946334847668
0.137,-17.2738149414733
0.138,-32.1610471322656
0.139,-46.6768124492162
0.14,-3.21550902696883
0.141,-33.3744949208234
0.142,-631.034837140025
0.143,-101.475050275942
0.144,-105.641485305809
0.145,-111.509148960252
0.146,-118.685826249996
0.147,-126.849462795447
0.148,-135.736642102813
0.149,-145.132834634215
0.15,-154.864163680882
0.151,-164.790467022886
0.152,-174.799463260868
0.153,-184.801857940871
0.154,-194.727247545163
0.155,-204.520699445241
0.156,-214.139903335765
0.157,-223.552804789678
0.158,-232.735644667297
0.159,-241.67133942164
0.16,-250.348147089248
0.161,-258.758572137651
0.162,-266.898469532993
0.163,-274.766314549899
0.164,-282.362610107906
0.165,-289.689407905827
0.166,-296.749923443531
0.167,-303.548228262744
0.168,-310.08900548588
0.169,-316.377357055048
0.17,-322.418653033736
0.171,-328.218414984248
0.172,-333.782226820649
0.173,-339.115667699373
0.174,-344.224262481671
0.175,-349.11344611306
0.176,-353.788538939751
0.177,-358.254730542126
